taxon_id,scientific_name,common_name,status_area,status_authority,status_all,status_simple,status_type
2434878,Conepatus leuconotus,American hognosed skunk,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5847373,Martes caurina,Pacific marten,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2437232,Cynomys ludovicianus,black-tailed prairie dog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4262556,Ovis canadensis nelsoni,desert bighorn sheep,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2432399,Myotis thysanodes,fringed myotis,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2437236,Cynomys gunnisoni,Gunnison’s prairie dog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
11138256,Lasiurus cinereus,hoary bat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5219311,Vulpes macrotis,kit fox,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2436053,Sorex hoyi,pygmy shrew,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2433727,Lontra canadensis,river otter,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4262538,Ovis canadensis canadensis,Rocky Mountain bighorn sheep,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2432579,Euderma maculatum,Spotted bat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5219290,Vulpes velox,swift fox,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2432479,Corynorhinus townsendii,Townsend’s big-eared bat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2438626,Microtus richardsoni,water vole,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2437233,Cynomys leucurus,white-tailed prairie dog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2439387,Thomomys clusius,Wyoming pocket gopher,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2477774,Picoides arcticus,black-backed woodpecker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2477282,Cypseloides niger,black swift,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2481119,Chlidonias niger,black tern,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5739298,Aegolius funereus,boreal owl,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2492099,Spizella breweri,Brewer’s sparrow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2497240,Athene cunicularia,burrowing owl,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6091692,Peucaea cassinii,Cassin’s sparrow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2491677,Calcarius ornatus,chestnut-collared longspur,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6180028,Tympanuchus phasianellus columbianus,Columbian sharp-tailed grouse,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2480566,Buteo regalis,ferruginous hawk,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
7807178,Psiloscops flammeolus,flammulated owl,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
7341776,Setophaga graciae,Grace’s warbler,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2491123,Ammodramus savannarum,grasshopper sparrow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2473510,Tympanuchus cupido,greater prairie-chicken,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5959240,Centrocercus urophasianus,greater sage-grouse,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2491893,Calamospiza melanocorys,lark bunting,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2478142,Melanerpes lewis,Lewis’s woodpecker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2492870,Lanius ludovicianus,loggerhead shrike,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2481794,Numenius americanus,long-billed curlew,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6093927,Rhynchophanes mccownii,thick-billed longspur,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2480292,Charadrius montanus,mountain plover,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2480589,Accipiter atricapillus,northern goshawk,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2480487,Circus cyaneus,northern harrier,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5229743,Contopus cooperi,olive-sided flycatcher,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5229498,Gymnorhinus cyanocephalus,pinyon jay,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2489129,Progne subis,purple martin,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8276794,Artemisiospiza nevadensis,sagebrush sparrow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2497295,Asio flammeus,short-eared owl,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2498345,Cygnus buccinator,trumpeter swan,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8314699,Leiothlypis virginiae,Virginia’s warbler,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5227717,Lagopus leucura,white-tailed ptarmigan,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2426785,Rana luteiventris,Columbia spotted frog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2427185,Lithobates pipiens,northern leopard frog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2427062,Lithobates blairi,plains leopard frog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2422924,Anaxyrus boreas,western (boreal) toad,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2427072,Rana  sylvatica,wood frog,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6161633,Storeria occipitomaculata pahasapae,Black Hills redbelly snake,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4286866,Pantosteus discobolus,bluehead sucker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5853893,Oncorhynchus clarkii pleuriticus,Colorado River cutthroat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2365558,Chrosomus neogaeus,finescale dace,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2359036,Catostomus latipinnis,flannelmouth sucker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2362460,Platygobio gracilis,flathead chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2365443,Nocomis biguttatus,hornyhead chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2360898,Couesius plumbeus,lake chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2359047,Pantosteus platyrhynchus,mountain sucker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2365385,Chrosomus eos,northern redbelly dace,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2360891,Margariscus nachtriebi,northern pearl dace,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2364391,Hybognathus placitus,plains minnow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5203693,Fundulus sciadicus,plains topminnow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2360118,Gila pandora,Rio Grande chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5711985,Oncorhynchus clarkii virginalis,Rio Grande cutthroat trout,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2359044,Pantosteus plebeius,Rio Grande sucker,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2360128,Gila robusta,roundtail chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2365382,Chrosomus erythrogaster,southern redbelly dace,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2362060,Macrhybopsis gelida,sturgeon chub,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5722956,Oncorhynchus clarkii bouveri,Yellowstone cutthroat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
10175235,Oreohelix strigosa cooperi,Cooper’s Rocky Mountain snail/Black Hills mountainsnail,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2293904,Oreohelix pygmaea,pygmy mountainsnail,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2291338,Acroloxus coloradensis,Rocky Mountain capshell,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5142062,Atrytone arogos,Arogos skipper,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
1430010,Somatochlora hudsonica,Hudsonian emerald,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5133088,Danaus plexippus,monarch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5142239,Hesperia ottoe,Ottoe skipper,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
1905162,Speyeria idalia,regal fritillary,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
1433149,Ochrotrichia susanae,Susan’s purse making caddisfly,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
1340429,Bombus occidentalis,western bumble bee,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2668960,Sphagnum angustifolium,Sphagnum,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2669138,Sphagnum balticum,Baltic sphagnum,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2650158,Botrychium ascendens,triangleglobe moonwort,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2650190,Botrychium campestre,"Iowa, or prairie moonwort",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2650168,Botrychium paradoxum,peculiar moonwort,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6385542,Lycopodium complanatum,groundcedar,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2688197,Selaginella selaginoides,club spikemoss,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4926517,Amerorchis rotundifolia,roundleaf orchid,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2750741,Calochortus flexuosus,winding mariposa lily,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2723357,Carex alopecoidea,foxtail sedge,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2723156,Carex diandra,lesser panicled sedge,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2723340,Carex livida,livid sedge,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2820370,Cypripedium montanum,mountain lady’s slipper,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2820475,Cypripedium parviflorum,lesser yellow lady’s slipper,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2717152,Eleocharis elliptica,"elliptic, or slender spikerush",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8144712,Epipactis gigantea,"giant helleborine, or stream orchid",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2730259,Eriophorum chamissonis,"Chamisso’s bristlegrass, or Chamisso’s cottongrass",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2730137,Eriophorum gracile,"slender bristlegrass, or slender cottongrass",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2705020,Festuca hallii,plains rough fescue,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2710391,Kobresia simpliciuscula,simple bog sedge,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
11712270,Liparis loeselii,yellow widelip orchid,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8189023,Malaxis monophyllos var. brachypoda,white adder’s-mouth orchid,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2797877,Platanthera orbiculata,lesser roundleaved orchid,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2703367,Ptilagrostis porteri,Porter’s false needlegrass,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2710705,Schoenoplectus hallii,Hall’s bulrush,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5304137,Triteleia grandiflora,largeflower triteleia,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4056491,Aliciella sedifolia,stonecrop gilia,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3920868,Aquilegia chrysantha var. rydbergii,Rydberg’s golden columbine,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3033186,Aquilegia laramiensis,Laramie columbine,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4090625,Armeria maritima ssp. sibirica,Siberian sea thrift,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3170289,Asclepias uncialis,wheel milkweed,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5354810,Astragalus barrii,Barr’s milkvetch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5343622,Astragalus iodopetalus,violet milkvetch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5344757,Astragalus leptaleus,park milkvetch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5346168,Astragalus missouriensis var. humistratus,"Missouri, or Archuleta milkvetch",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5343734,Astragalus proximus,Aztec milkvetch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5346880,Astragalus ripleyi,Ripley’s milkvetch,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5373817,Braya glabella,smooth northern-rockcress,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3083902,Chenopodium cycloides,sandhill goosefoot,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2927482,Cuscuta plattensis,"prairie, or Wyoming  dodder",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3044312,Descurainia torulosa,"Wyoming, or Wind River tansymustard",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049416,Draba exunguiculata,"clawless, or Garys Peak draba",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049925,Draba grayana,Gray’s draba,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3050255,Draba smithii,Smith’s draba,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3190932,Drosera anglica,English sundew,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3191030,Drosera rotundifolia,roundleaf sundew,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2889492,Eriogonum brandegeei,Brandegee’s buckwheat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2889447,Eriogonum exilifolium,dropleaf buckwheat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2889449,Eriogonum visheri,Visher’s buckwheat,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3666354,Gaura neomexicana ssp. coloradensis,Colorado butterfly plant,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8758008,Gutierrezia elegans,Lone mesa snakeweed,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6394842,Ipomopsis aggregata ssp. weberi,scarlet gilia,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049202,Lesquerella fremontii,Fremont’s bladderpod,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049245,Lesquerella pruinosa,Pagosa Springs bladderpod,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8079714,Mimulus gemmiparus,"Rocky Mountain, budding, or Weber monkeyflower",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3034218,Neoparrya lithophila,Bill’s neoparrya,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3034377,Oreoxis humilis,Pikes Peak alpineparsley,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
7439763,Packera mancosana,Mancos shale packera,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3032575,Parnassia kotzebuei,Kotzebue’s grass of Parnassus,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3171439,Penstemon absarokensis,"Absaroka, or Absaroka Range beardtongue",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3171576,Penstemon caryi,Cary’s beardtongue,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3171400,Penstemon degeneri,Degener’s beardtongue,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3171598,Penstemon harringtonii,Harrington’s beardtongue,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049110,Physaria didymocarpa ssp. lanata,common twinpod,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049059,Physaria pulvinata,cushion bladderpod,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3049061,Physaria scrotiformis,"silver, or west silver bladderpod",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5368320,Potentilla rupincola,"rock, or Rocky Mountain cinquefoil",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8313801,Primula egaliksensis,Greenland primrose,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4210734,Pyrrocoma carthamoides var. subsquarrosa,largeflower goldenweed,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
4210694,Pyrrocoma clementis var. villosa,tranquil goldenweed,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3134367,Pyrrocoma integrifolia,many-stemmed goldenweed,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3033322,Ranunculus grayi,ice cold buttercup,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
2992055,Rubus arcticus ssp. acaulis,dwarf raspberry,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5372822,Salix arizonica,Arizona willow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5372519,Salix barrattiana,Barratt’s willow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5372888,Salix candida,"sageleaf, or sage willow",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5372504,Salix myrtillifolia,blueberry willow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5372979,Salix serissima,autumn willow,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5334192,Sanguinaria canadensis,bloodroot,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3034623,Shoshonea pulvinata,Shoshone carrot,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3033166,Thalictrum heliophilum,Cathedral Bluff meadow-rue,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
8097797,Townsendia condensata,cushion Townsend daisy,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3172414,Utricularia minor,lesser bladderwort,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
6369910,Viburnum opulus var. americanum,"American cranberrybush, or mooseberry",USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
5331202,Viola selkirkii,Selkirk’s violet,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
3150459,Xanthisma coloradoense,Colorado tansyaster,USFS Region 2,US Forest Service,USFS R2 Sensitive Species,Sensitive Species,Sensitive Species
